,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,salary,roledepartament,numberchildren,remotework
1392,32,Yes,travel_frequently,290.04,null,2,3,null,1,1393,3,F,,2,1,sales representative,4,single,2342.59,6090.75,7,,No,14,3.0,3,part time,0,3.0,3,4.0,1,,0,0,2342.59,1992,28111.13,null,,True
1393,32,Yes,travel_frequently,290.04,null,1,4,life sciences,1,1394,2,F,,1,1,sales representative,3,single,2342.59,6090.75,1,,NULL,12,,2,part time,0,,3,3.0,1,,0,0,2342.59,1992,28111.13,null,,True
1394,32,Yes,travel_rarely,290.04,null,8,3,life sciences,1,1395,1,F,,2,1,research scientist,2,null,2342.59,6090.75,1,Y,NULL,12,3.0,3,part time,0,,3,4.0,1,,0,0,2342.59,1992,28111.13,null,,False
1395,28,No,travel_rarely,290.04,null,11,1,life sciences,1,1396,2,M,36.25443871706758,3,1,laboratory technician,1,married,2342.59,6090.75,0,,NULL,14,3.0,2,part time,0,6.0,3,4.0,5,,1,4,2342.59,1996,28111.13,null,,True
1396,40,Yes,non-travel,290.04,null,2,3,null,1,1397,1,F,,2,1,laboratory technician,1,single,,6090.75,2,,Yes,23,4.0,2,,0,11.0,2,4.0,1,,0,0,,1984,28111.13,null,,False
1397,45,No,travel_frequently,491.94,null,1,5,marketing,1,1398,1,F,,3,2,sales executive,3,married,3973.33,10330.67,7,,NULL,12,,3,part time,1,11.0,4,2.0,1,,0,0,3973.33,1979,47680.0,null,,False
1398,31,No,non-travel,131.44,research & development,25,3,null,1,1399,2,M,,3,1,research scientist,3,null,,2760.33,1,Y,NULL,13,3.0,2,part time,2,1.0,2,2.0,1,,0,0,,1993,12740.0,research scientist  -  research & development,,False
1399,36,No,travel_rarely,248.03,null,26,1,life sciences,1,1400,4,M,,3,1,sales representative,3,null,2003.33,5208.67,1,,No,13,,1,part time,1,1.0,3,3.0,1,0.0,0,0,2003.33,1988,24040.0,null,,False
1400,25,Yes,travel_frequently,290.04,null,9,3,null,1,1401,2,M,36.25443871706758,3,1,laboratory technician,1,null,2342.59,6090.75,2,,NULL,11,3.0,3,part time,0,,2,2.0,0,,0,0,2342.59,1999,28111.13,null,,False
1401,25,No,non-travel,209.75,null,13,2,null,1,1402,4,F,,3,1,sales representative,2,married,,4404.83,1,Y,NULL,13,3.0,3,part time,1,1.0,2,,1,,0,0,,1999,20330.0,null,,True
1402,29,Yes,non-travel,264.23,null,2,2,medical,1,1403,3,M,,2,1,laboratory technician,1,single,,5548.83,7,,No,11,,3,part time,0,8.0,2,2.0,0,,0,0,,1995,25610.0,null,,True
1403,29,No,travel_rarely,161.26,null,1,3,life sciences,1,1404,1,M,,2,1,research scientist,3,null,,3386.5,1,Y,NULL,14,3.0,4,part time,1,1.0,2,1.0,1,,0,0,,1995,15630.0,null,,False
1404,34,No,non-travel,659.08,null,8,5,null,1,1405,4,M,,3,2,healthcare representative,3,null,5323.33,13840.67,2,Y,NULL,17,3.0,1,,0,14.0,6,3.0,0,,0,0,5323.33,1990,,null,,True
1405,40,No,travel_rarely,864.19,null,6,3,null,1,1406,2,F,108.02380952380952,3,3,manufacturing director,2,single,,18148.0,4,Y,NULL,18,,4,part time,0,9.0,3,3.0,2,,2,2,,1984,83760.0,null,,False
1406,43,No,non-travel,499.47,null,2,3,medical,1,1407,3,M,,2,1,laboratory technician,2,married,4034.17,10488.83,4,Y,NULL,14,,2,full time,1,,3,,1,,0,0,4034.17,1981,48410.0,null,,True
1407,30,No,travel_rarely,290.04,null,9,3,null,1,1408,3,M,36.25443871706758,4,1,research scientist,3,married,2342.59,6090.75,6,,No,18,3.0,1,part time,2,,2,2.0,1,0.0,0,0,2342.59,1994,28111.13,null,,True
1408,36,No,travel_rarely,290.04,null,1,3,null,1,1409,4,M,,2,1,laboratory technician,1,null,,6090.75,1,,No,19,3.0,2,part time,0,,3,3.0,3,,1,2,,1988,28111.13,null,,True
1409,36,Yes,travel_rarely,213.98,null,14,3,null,1,1410,1,F,,3,1,laboratory technician,1,null,1728.33,4493.67,1,,NULL,12,3.0,4,,1,1.0,2,3.0,1,,0,0,1728.33,1988,,null,,False
1410,35,No,non-travel,306.63,null,13,4,medical,1,1411,1,M,,3,1,research scientist,4,single,2476.67,6439.33,1,Y,NULL,13,3.0,3,full time,0,,4,,1,,0,0,2476.67,1989,29720.0,null,,True
1411,27,No,travel_rarely,290.04,null,3,3,null,1,1412,1,F,,3,1,research scientist,4,null,,6090.75,1,Y,NULL,21,4.0,1,part time,0,1.0,5,3.0,1,,0,0,,1997,28111.13,null,,True
1412,37,No,travel_rarely,703.13,null,1,4,life sciences,1,1413,2,F,,3,2,sales executive,3,single,5679.17,14765.83,6,,No,13,3.0,1,full time,0,,5,3.0,1,,0,0,5679.17,1987,68150.0,null,,False
1413,51,No,non-travel,1973.98,null,24,3,marketing,1,1414,2,M,,3,5,manager,3,marreid,15943.72,41453.67,4,Y,Yes,16,,3,full time,1,,2,3.0,1,,0,0,15943.72,1973,191324.62,null,,False
1414,43,No,travel_rarely,1973.98,null,9,2,null,1,1415,4,M,,2,5,manager,4,null,,41453.67,8,,No,22,4.0,4,full time,0,24.0,2,3.0,1,,0,1,,1981,191324.62,null,,False
1415,36,No,non-travel,277.54,null,7,2,life sciences,1,1416,3,M,,2,1,laboratory technician,4,null,2241.67,5828.33,1,,No,18,3.0,4,,1,,5,2.0,1,,0,1,2241.67,1988,,null,,True
1416,47,No,travel_rarely,1812.47,null,1,4,life sciences,1,1417,4,M,226.5585317460317,4,4,manager,1,null,,38061.83,1,Y,NULL,15,3.0,2,full time,0,27.0,5,1.0,26,,0,12,,1977,175670.0,null,,True
1417,19,Yes,travel_frequently,161.88,sales,3,2,medical,1,1418,2,F,,3,1,sales representative,4,single,,3399.5,1,,Yes,12,3.0,3,part time,0,0.0,2,4.0,0,,0,0,,2005,15690.0,sales representative  -  sales,,True
1418,30,No,non-travel,431.99,null,5,3,null,1,1419,1,M,,2,2,sales executive,2,divorced,3489.17,9071.83,1,,Yes,13,,2,part time,1,10.0,3,2.0,10,,0,9,3489.17,1994,41870.0,null,,True
1419,32,No,non-travel,556.26,null,5,4,life sciences,1,1420,1,F,,3,2,sales executive,4,null,4492.84,11681.39,1,,No,11,3.0,1,part time,2,10.0,2,,10,,0,2,4492.84,1992,53914.11,null,,True
1420,42,No,travel_rarely,1032.49,null,23,2,null,1,1421,4,M,129.06091077207583,3,3,sales executive,3,single,8339.32,21682.23,3,,NULL,16,3.0,4,part time,0,21.0,2,3.0,2,,0,2,8339.32,1982,100071.84,null,,True
1421,39,No,travel_rarely,341.1,null,4,2,null,1,1422,4,F,,3,1,laboratory technician,3,null,,7163.0,7,,NULL,19,3.0,4,full time,1,7.0,5,,0,,0,0,,1985,33060.0,null,,True
1422,33,Yes,travel_rarely,143.72,null,2,4,life sciences,1,1423,4,M,,3,1,laboratory technician,2,single,,3018.17,1,,No,12,3.0,1,part time,0,1.0,2,3.0,1,,0,0,,1991,13930.0,null,,False
1423,61,No,non-travel,1122.85,null,1,4,null,1,1424,3,M,,1,3,healthcare representative,4,divorced,9069.17,23579.83,3,,No,20,4.0,3,full time,1,19.0,2,4.0,1,,0,0,9069.17,1963,108830.0,null,,True
1424,25,Yes,non-travel,290.04,null,22,1,null,1,1425,4,M,,1,1,human resources,3,married,2342.59,6090.75,1,,No,11,,3,,1,1.0,2,3.0,1,,0,0,2342.59,1999,,null,,True
1425,41,No,travel_rarely,556.26,null,8,2,life sciences,1,1426,2,F,,3,2,manufacturing director,1,null,,11681.39,2,,Yes,16,3.0,2,,1,18.0,3,3.0,1,,0,0,,1983,53914.11,null,,True
1426,31,No,travel_rarely,295.29,null,21,1,null,1,1427,2,M,,3,1,research scientist,4,married,2385.0,6201.0,1,Y,No,12,3.0,2,,1,10.0,2,2.0,10,,0,8,2385.0,1993,,null,,False
1427,48,No,non-travel,556.26,null,2,4,marketing,1,1428,3,M,,3,2,sales executive,2,null,4492.84,11681.39,7,Y,No,11,3.0,4,part time,1,4.0,3,1.0,1,,0,0,4492.84,1976,53914.11,null,,True
1428,33,Yes,travel_rarely,694.88,sales,1,2,null,1,1429,1,M,,1,2,sales executive,2,single,5612.5,14592.5,6,,NULL,15,3.0,2,full time,0,10.0,2,3.0,0,,0,0,5612.5,1991,67350.0,sales executive  -  sales,,True
1429,46,No,travel_rarely,1006.57,null,41,3,life sciences,1,1430,4,F,,1,3,human resources,3,marreid,,21138.0,4,,NULL,21,4.0,3,,2,9.0,2,4.0,5,,0,3,,1978,97560.0,null,,True
1430,35,No,non-travel,290.04,null,2,4,null,1,1431,4,M,,4,1,research scientist,4,married,2342.59,6090.75,0,,Yes,14,3.0,1,part time,3,6.0,3,3.0,5,,1,2,2342.59,1989,28111.13,null,,True
1431,34,Yes,non-travel,1032.49,null,16,3,null,1,1432,1,F,,3,3,sales executive,1,null,8339.32,21682.23,2,,Yes,20,4.0,3,part time,0,,2,2.0,0,,0,0,8339.32,1990,100071.84,null,,True
1432,32,Yes,travel_rarely,1032.49,null,16,4,null,1,1433,1,M,,3,3,sales executive,3,married,8339.32,21682.23,2,,NULL,13,3.0,1,,3,,2,3.0,1,,0,0,8339.32,1992,,null,,True
1433,30,No,travel_rarely,290.04,null,4,3,technical degree,1,1434,4,F,,2,1,research scientist,1,divorced,,6090.75,1,,NULL,13,3.0,3,part time,1,,2,3.0,1,,0,0,,1994,28111.13,null,,True
1434,31,No,non-travel,546.21,null,16,3,null,1,1435,3,M,68.27579365079366,4,2,healthcare representative,3,married,4411.67,11470.33,3,Y,No,16,3.0,3,part time,1,10.0,3,3.0,7,,1,7,4411.67,1993,52940.0,null,,False
1435,39,No,travel_rarely,556.26,null,18,3,medical,1,1436,2,M,69.53208262471655,1,2,healthcare representative,4,married,,11681.39,3,,NULL,16,3.0,3,part time,1,,2,3.0,1,,1,0,,1985,53914.11,null,,False
1436,44,Yes,non-travel,251.44,null,17,3,technical degree,1,1437,3,M,31.42956349206349,2,1,research scientist,3,null,2030.83,5280.17,9,,Yes,16,3.0,4,part time,1,6.0,4,3.0,1,,0,0,2030.83,1980,24370.0,null,,False
1437,56,No,travel_rarely,1973.98,null,44,3,null,1,1438,3,M,,2,5,research director,1,married,,41453.67,8,,No,12,3.0,2,full time,3,34.0,2,3.0,1,,0,0,,1968,191324.62,null,,False
1438,22,Yes,non-travel,290.04,null,7,1,marketing,1,1439,2,M,,3,1,sales representative,2,single,2342.59,6090.75,1,,NULL,13,3.0,2,,0,,3,3.0,1,,1,0,2342.59,2002,,null,,True
1439,23,Yes,travel_rarely,290.04,null,45,1,medical,1,1440,3,F,36.25443871706758,3,1,laboratory technician,1,null,2342.59,6090.75,1,,Yes,17,3.0,3,part time,0,1.0,6,3.0,1,,0,0,2342.59,2001,28111.13,null,,True
1440,38,No,travel_rarely,420.02,null,8,2,other,1,1441,3,M,,3,2,human resources,2,divorced,,8820.5,2,Y,No,13,3.0,3,part time,0,19.0,4,2.0,10,,4,7,,1986,40710.0,null,,False
1441,43,No,travel_rarely,556.26,null,13,3,null,1,1442,2,M,69.53208262471655,4,2,healthcare representative,1,married,4492.84,11681.39,5,,No,18,,3,part time,2,10.0,2,2.0,0,,0,0,4492.84,1981,53914.11,null,,False
1442,19,No,non-travel,290.04,null,14,3,null,1,1443,2,F,,3,1,research scientist,3,single,2342.59,6090.75,1,,NULL,16,3.0,3,,0,0.0,4,1.0,0,,0,0,2342.59,2005,,null,,True
1443,32,Yes,travel_rarely,304.98,null,18,5,human resources,1,1444,4,M,,4,1,human resources,1,married,2463.33,6404.67,0,,No,17,3.0,3,full time,0,2.0,4,3.0,1,,0,0,2463.33,1992,29560.0,null,,True
1444,37,No,travel_rarely,556.26,null,2,4,null,1,1445,4,F,,3,2,research scientist,2,null,,11681.39,4,Y,Yes,22,4.0,4,,1,,2,3.0,1,,0,0,,1987,53914.11,null,,True
1445,33,No,travel_frequently,479.56,null,10,4,marketing,1,1446,4,M,59.94444444444445,3,2,sales executive,4,null,3873.33,10070.67,8,,NULL,13,3.0,3,part time,0,,2,4.0,0,,0,0,3873.33,1991,46480.0,null,,False
1446,30,No,non-travel,556.26,null,29,1,life sciences,1,1447,4,M,69.53208262471655,1,2,healthcare representative,3,divorced,,11681.39,8,Y,No,17,,4,part time,2,11.0,3,,7,,1,6,,1994,53914.11,null,,True
1447,43,No,travel_rarely,290.04,null,8,3,null,1,1448,4,M,,3,1,laboratory technician,3,null,2342.59,6090.75,4,,No,13,,4,part time,0,,3,3.0,0,,0,0,2342.59,1981,28111.13,null,,True
1448,30,No,travel_rarely,289.3,null,6,1,null,1,1449,4,M,,2,1,human resources,2,married,2336.67,6075.33,1,,No,11,3.0,4,part time,0,,3,3.0,1,,0,0,2336.67,1994,28040.0,null,,True
1449,30,Yes,non-travel,251.64,null,24,2,null,1,1450,4,M,,2,1,research scientist,4,null,2032.5,5284.5,1,Y,Yes,24,,2,part time,0,1.0,3,2.0,1,,1,0,2032.5,1994,24390.0,null,,True
1450,29,No,travel_rarely,294.67,sales,3,3,medical,1,1451,2,F,,3,1,sales representative,2,null,2380.0,6188.0,1,Y,No,19,3.0,4,,1,1.0,3,3.0,1,,0,0,2380.0,1995,,sales representative  -  sales,,False
1451,31,Yes,non-travel,290.04,null,9,3,null,1,1452,2,M,,3,1,sales representative,4,null,2342.59,6090.75,1,Y,NULL,13,3.0,3,,0,,3,2.0,1,,0,0,2342.59,1993,,null,,False
1452,23,Yes,travel_rarely,290.04,research & development,7,1,life sciences,1,1453,4,M,,3,1,research scientist,2,single,2342.59,6090.75,1,,NULL,23,4.0,1,,0,1.0,2,3.0,1,,0,0,2342.59,2001,,research scientist  -  research & development,,True
1453,27,No,non-travel,302.61,null,1,2,life sciences,1,1454,2,F,,2,1,research scientist,3,null,2444.17,6354.83,1,Y,Yes,13,3.0,3,full time,1,1.0,3,2.0,1,,1,0,2444.17,1997,29330.0,null,,True
1454,45,No,travel_rarely,556.26,null,1,4,null,1,1455,2,M,,4,2,healthcare representative,1,null,4492.84,11681.39,2,,NULL,15,3.0,4,part time,1,10.0,5,3.0,2,0.0,2,2,4492.84,1979,53914.11,null,,True
1455,30,Yes,travel_frequently,112.56,sales,24,3,technical degree,1,1456,3,M,14.070436507936508,4,1,sales representative,1,single,,2363.83,1,,No,17,3.0,4,part time,0,1.0,3,,1,,0,0,,1994,10910.0,sales representative  -  sales,,False
1456,29,Yes,travel_rarely,556.26,null,13,2,marketing,1,1457,4,F,,3,2,sales executive,3,null,4492.84,11681.39,3,Y,Yes,11,3.0,4,part time,0,6.0,0,3.0,2,,2,2,4492.84,1995,53914.11,null,,True
1457,57,No,travel_rarely,556.26,null,11,5,null,1,1458,4,F,,2,2,sales executive,1,married,4492.84,11681.39,4,,NULL,16,3.0,3,part time,1,,3,3.0,0,,0,0,4492.84,1967,53914.11,null,,True
1458,40,No,travel_rarely,531.45,null,9,2,null,1,1459,1,M,66.43154761904762,3,2,manufacturing director,1,married,,11160.5,1,,No,25,4.0,4,part time,1,10.0,3,3.0,10,,7,9,,1984,51510.0,null,,True
1459,59,No,non-travel,1582.77,null,21,3,null,1,1460,4,F,,3,4,manager,4,null,,33238.2,4,,Yes,13,3.0,3,full time,1,,2,2.0,1,,0,0,,1965,153407.07,null,,True
1460,43,No,travel_rarely,556.26,sales,12,4,marketing,1,1461,2,M,,3,2,sales executive,4,divorced,,11681.39,3,,NULL,12,,3,part time,2,14.0,4,3.0,0,,0,0,,1981,53914.11,sales executive  -  sales,,False
1461,28,Yes,non-travel,295.39,null,22,3,null,1,1462,1,F,,2,1,human resources,2,married,2385.83,6203.17,1,Y,No,12,3.0,1,full time,0,,2,3.0,1,,0,0,2385.83,1996,28630.0,null,,False
1462,39,No,travel_rarely,294.87,null,1,3,null,1,1463,1,M,,2,1,sales representative,1,single,2381.67,6192.33,4,,NULL,14,3.0,1,,0,20.0,3,2.0,1,,0,0,2381.67,1985,,null,,False
1463,33,No,non-travel,556.26,null,5,4,life sciences,1,1464,4,M,,2,2,manufacturing director,4,null,4492.84,11681.39,8,,No,24,4.0,2,part time,0,,1,3.0,1,,0,0,4492.84,1991,53914.11,null,,True
1464,32,No,non-travel,116.48,null,2,1,medical,1,1465,4,F,,1,1,laboratory technician,4,null,94083.0,2446.17,1,Y,NULL,11,3.0,3,part time,3,,4,3.0,1,,0,0,94083.0,1992,11290.0,null,,True
1465,26,No,travel_rarely,290.04,null,2,3,null,1,1466,3,F,,3,1,human resources,2,null,2342.59,6090.75,4,Y,No,14,3.0,3,part time,0,6.0,3,3.0,2,,1,2,2342.59,1998,28111.13,null,,True
1466,41,No,non-travel,290.04,research & development,44,4,null,1,1467,1,M,36.25443871706758,3,1,laboratory technician,4,married,2342.59,6090.75,8,,No,19,3.0,3,part time,2,8.0,3,2.0,1,,0,0,2342.59,1983,28111.13,laboratory technician  -  research & development,,True
1467,40,No,non-travel,2004.79,null,9,3,null,1,1468,4,M,,3,5,manager,4,null,16192.5,42100.5,2,,NULL,13,3.0,3,full time,0,,3,2.0,6,,1,3,16192.5,1984,194310.0,null,,False
1468,24,Yes,non-travel,290.04,null,9,3,null,1,1469,4,M,,3,1,sales representative,1,married,2342.59,6090.75,1,,No,19,3.0,1,,1,,3,,1,,1,0,2342.59,2000,,null,,False
1469,36,No,travel_rarely,1032.49,null,26,4,life sciences,1,1470,3,F,,3,3,human resources,4,single,8339.32,21682.23,1,,Yes,16,3.0,3,part time,0,,2,,9,,1,7,8339.32,1988,100071.84,null,,True
1470,35,No,travel_rarely,238.13,null,7,2,technical degree,1,1471,2,M,,3,1,sales representative,3,null,1923.33,5000.67,0,,Yes,25,4.0,2,,1,12.0,4,3.0,11,,5,7,1923.33,1989,23080.0,null,,False
1471,29,No,non-travel,221.21,null,16,3,medical,1,1472,3,M,27.65079365079365,3,1,research scientist,3,single,,4645.33,1,,No,14,3.0,3,part time,0,5.0,3,2.0,5,,1,4,,1995,21440.0,null,,False
1472,30,No,non-travel,554.36,null,1,3,life sciences,1,1473,1,M,69.29464285714286,3,2,healthcare representative,1,married,4477.5,11641.5,0,Y,No,12,3.0,1,part time,1,6.0,5,2.0,5,,0,2,4477.5,1994,53730.0,null,,True
1473,59,Yes,travel_rarely,1032.49,null,23,4,medical,1,1474,4,F,129.06091077207583,3,3,healthcare representative,4,married,8339.32,21682.23,1,,NULL,12,3.0,4,part time,1,40.0,3,2.0,40,,15,6,8339.32,1965,100071.84,null,,False
1474,39,No,non-travel,1032.49,null,3,3,life sciences,1,1475,1,M,129.06091077207583,3,3,sales executive,3,divorced,,21682.23,0,Y,NULL,12,3.0,3,part time,2,,6,2.0,16,,5,13,,1985,100071.84,null,,True
1475,30,No,travel_frequently,1032.49,null,1,1,null,1,1476,2,F,,3,3,sales executive,4,married,,21682.23,1,Y,NULL,14,3.0,4,part time,1,11.0,5,3.0,11,,4,1,,1994,100071.84,null,,True
1476,56,No,travel_rarely,1964.96,null,1,3,medical,1,1477,4,M,,3,5,manager,1,single,15870.83,41264.17,0,Y,NULL,14,3.0,3,,0,37.0,2,3.0,36,,4,13,15870.83,1968,190450.0,null,,True
1477,42,No,non-travel,1652.34,null,2,4,null,1,1478,4,M,,3,4,manager,2,null,,34699.17,1,,NULL,19,3.0,2,full time,0,,2,3.0,22,,0,4,,1982,160150.0,null,,False
1478,40,No,travel_rarely,991.82,research & development,1,3,null,1,1479,3,M,,4,3,healthcare representative,4,null,8010.83,20828.17,0,,No,17,,1,,3,19.0,5,2.0,18,,3,7,8010.83,1984,,healthcare representative  -  research & development,,False
1479,39,No,non-travel,1187.54,null,15,2,life sciences,1,1480,3,M,,2,3,research director,4,null,,24938.33,0,,NULL,14,3.0,2,full time,1,,3,3.0,11,,2,9,,1985,115100.0,null,,True
1480,44,No,non-travel,1582.77,null,12,3,null,1,1481,1,M,,2,4,research director,2,null,12783.92,33238.2,1,,No,11,3.0,3,,1,,3,,25,,3,9,12783.92,1980,,null,,False
1481,32,No,non-travel,444.27,null,7,2,null,1,1482,2,F,,3,2,manufacturing director,1,married,3588.33,9329.67,1,,No,12,3.0,2,part time,1,13.0,5,1.0,13,,3,12,3588.33,1992,43060.0,null,,True
1482,51,No,travel_rarely,1758.71,research & development,29,4,life sciences,1,1483,2,M,,2,4,manager,3,married,14205.0,36933.0,0,Y,No,15,3.0,2,full time,1,28.0,2,3.0,27,,15,7,14205.0,1973,170460.0,manager  -  research & development,,True
1483,34,No,non-travel,290.04,sales,8,1,life sciences,1,1484,2,F,36.25443871706758,2,1,sales representative,4,null,2342.59,6090.75,0,Y,NULL,19,3.0,4,part time,0,,2,2.0,2,,2,2,2342.59,1990,28111.13,sales representative  -  sales,,True
1484,27,Yes,non-travel,210.68,null,2,3,life sciences,1,1485,1,M,,3,1,research scientist,1,married,1701.67,4424.33,6,Y,NULL,14,3.0,2,,1,6.0,2,3.0,3,,1,2,1701.67,1997,,null,,True
1485,39,No,travel_frequently,291.06,null,3,4,null,1,1486,3,M,,3,1,research scientist,3,null,2350.83,6112.17,3,Y,No,16,3.0,1,full time,1,8.0,2,3.0,2,,2,2,2350.83,1985,28210.0,null,,False
1486,47,No,non-travel,1973.98,null,1,4,medical,1,1487,4,M,,3,5,research director,4,null,15943.72,41453.67,9,,No,17,3.0,4,,2,23.0,0,3.0,2,,2,2,15943.72,1977,191324.62,null,,False
1487,22,No,non-travel,213.57,null,25,1,null,1,1488,4,F,26.69642857142857,2,1,research scientist,2,single,,4485.0,1,Y,Yes,11,3.0,3,part time,0,2.0,6,4.0,2,,2,2,,2002,20700.0,null,,False
1488,32,No,travel_frequently,287.96,null,20,3,null,1,1489,3,M,35.995039682539684,4,1,sales representative,4,married,,6047.17,0,,No,12,,1,part time,1,3.0,4,3.0,2,,2,2,,1992,27910.0,null,,False
1489,36,No,non-travel,556.26,null,11,2,marketing,1,1490,4,M,69.53208262471655,3,2,sales executive,4,divorced,,11681.39,1,,NULL,11,3.0,4,part time,1,5.0,3,3.0,5,,0,2,,1988,53914.11,null,,True
1490,35,No,non-travel,556.26,null,2,2,null,1,1491,4,M,,3,2,manufacturing director,3,single,,11681.39,2,,No,11,3.0,4,part time,0,,3,,3,,0,2,,1989,53914.11,null,,False
1491,34,Yes,non-travel,848.51,null,9,4,null,1,1492,1,F,,3,2,sales executive,1,single,,17818.67,0,,NULL,17,3.0,1,full time,0,6.0,3,3.0,5,,0,3,,1990,82240.0,null,,True
1492,32,Yes,non-travel,269.29,research & development,15,3,medical,1,1493,3,M,,3,1,laboratory technician,3,null,,5655.0,1,,No,12,3.0,3,part time,1,,5,2.0,2,,2,2,,1992,26100.0,laboratory technician  -  research & development,,False
1493,38,No,travel_rarely,591.29,null,25,2,null,1,1494,3,F,,2,2,healthcare representative,4,null,,12417.17,7,Y,No,13,3.0,3,full time,2,9.0,2,3.0,6,,1,3,,1986,57310.0,null,,True
1494,28,No,travel_rarely,261.96,null,6,3,null,1,1495,4,M,,2,1,research scientist,3,married,2115.83,5501.17,1,Y,No,13,,3,,1,4.0,0,3.0,4,2.0,2,2,2115.83,1996,,null,,True
1495,36,No,travel_frequently,245.14,null,4,4,other,1,1496,4,M,,2,1,laboratory technician,4,married,1980.0,5148.0,1,,NULL,13,3.0,2,part time,1,2.0,2,4.0,2,,2,2,1980.0,1988,23760.0,null,,True
1496,57,No,non-travel,1973.98,null,4,4,null,1,1497,4,F,246.74801587301585,3,5,manager,1,divorced,15943.72,41453.67,4,Y,No,13,3.0,4,full time,1,28.0,2,3.0,5,,4,2,15943.72,1967,191324.62,null,,False
1497,46,No,non-travel,290.04,research & development,7,3,medical,1,1498,1,F,,3,1,research scientist,3,null,,6090.75,4,,Yes,19,3.0,3,part time,1,,2,,3,,0,2,,1978,28111.13,research scientist  -  research & development,,True
1498,44,No,travel_rarely,365.13,null,2,3,life sciences,1,1499,2,M,,3,1,human resources,4,null,2949.17,7667.83,0,Y,No,13,3.0,2,full time,0,,5,3.0,9,,1,8,2949.17,1980,35390.0,null,,True
1499,32,No,travel_rarely,564.16,null,29,4,marketing,1,1500,1,F,,2,2,sales executive,4,null,,11847.33,1,,NULL,14,3.0,1,full time,2,,3,3.0,12,,5,7,,1992,54680.0,null,,False
1500,36,Yes,non-travel,599.75,null,27,3,null,1,1501,3,M,74.96924603174602,3,2,sales executive,4,null,4844.17,12594.83,1,,NULL,18,3.0,4,full time,0,,2,3.0,10,,7,7,4844.17,1988,58130.0,null,,False
1501,36,No,non-travel,556.26,research & development,2,2,medical,1,1502,2,M,,3,2,manufacturing director,4,divorced,4492.84,11681.39,2,,No,14,3.0,3,part time,1,15.0,6,3.0,7,,1,7,4492.84,1988,53914.11,manufacturing director  -  research & development,,True
1502,31,No,non-travel,997.39,null,47,3,medical,1,1503,4,F,,3,3,manufacturing director,3,single,8055.83,20945.17,9,Y,No,14,3.0,2,part time,0,9.0,3,3.0,7,,0,2,8055.83,1993,96670.0,null,,False
1503,47,Yes,travel_rarely,556.26,null,21,2,medical,1,1504,4,F,69.53208262471655,3,2,healthcare representative,2,married,4492.84,11681.39,4,,No,22,4.0,4,part time,1,13.0,2,4.0,9,7.0,3,7,4492.84,1977,53914.11,null,,True
1504,46,No,non-travel,531.76,null,48,4,null,1,1505,4,F,,3,2,sales executive,3,marreid,4295.0,11167.0,4,Y,NULL,22,4.0,2,,2,10.0,3,4.0,8,,5,7,4295.0,1978,,null,,True
1505,44,No,travel_frequently,585.52,null,2,4,life sciences,1,1506,1,M,,3,2,sales executive,4,married,4729.17,12295.83,1,,NULL,20,4.0,3,,1,7.0,5,3.0,7,,7,7,4729.17,1980,,null,,True
1506,47,Yes,non-travel,754.62,null,10,3,life sciences,1,1507,3,F,,3,3,sales executive,2,null,6095.0,15847.0,5,Y,NULL,21,4.0,3,part time,3,14.0,2,3.0,8,,0,7,6095.0,1977,73140.0,null,,False
1507,41,No,travel_rarely,1582.77,research & development,1,4,null,1,1508,1,M,,3,4,manager,1,null,12783.92,33238.2,2,Y,NULL,11,3.0,1,full time,1,22.0,3,,19,,11,16,12783.92,1983,153407.07,manager  -  research & development,,True
1508,28,No,travel_rarely,556.26,sales,2,2,null,1,1509,1,F,69.53208262471655,4,2,sales executive,3,single,4492.84,11681.39,0,Y,No,14,3.0,2,part time,0,9.0,5,2.0,8,,0,7,4492.84,1996,53914.11,sales executive  -  sales,,True
